11	0	0.5	-0.003325559497444954	-0.04233257176121521	0.004267076116848397	0.008968611692676053	0.0006320329186844618
11	1	0.5	-0.007698458354612092	-0.02709578600822426	0.00029288230939307903	-0.005460370711574439	-0.009418956226998586
11	2	0.5	0.0006854060689613868	-0.006604223424538221	-0.0018609454185642565	-0.02258209706677874	-0.0036217792320010008
11	3	0.5	0.002963703710384207	0.010514411928470385	-0.004041660305319964	-0.02149177093838471	0.01407105536607234
11	4	0.5	-0.007505925696793913	0.02093301388723938	0.0024022167183753575	-0.017841358978454853	0.0033479190439751967
11	5	0.5	-0.00681397044248884	0.09129462691831304	0.004277465628102179	-0.03830412856410903	0.005804194118093342
11	6	0.5	-0.022220440165853287	0.05563695181484692	0.0036287420441127507	-0.02511161694236684	-0.004069050056029768
11	7	0.5	-0.16349739992896983	0.013694394015945435	0.04713421140291634	-0.012475767174675011	-0.01932341159274584
11	8	0.5	-0.3120762037716296	0.04301171773582466	0.094799430729613	-0.01272184892778527	-0.05270691486816031
11	9	0.5	-0.7869205568899682	0.3439619385628257	0.1543611299767742	-0.13928109360926208	-0.09088805360032032
11	10	0.5	-0.9122712512931969	0.5041731670575612	0.07791871501973936	-0.18645872930704271	-0.03027598570676964
11	11	0.5	-0.9993306060842138	0.6337771054849104	-0.005226699003806983	-0.19986940971339845	0.017836263182765173
11	12	0.5	-1.005515195923442	0.6451282430152822	-0.01661186119788851	-0.1922034664125372	0.013299592407190395
11	13	0.5	-1.0077356491713492	0.6471827828088166	-0.01834703689534845	-0.19108661870134425	0.01426106382554833
11	14	0.5	-1.008214757781356	0.646563109574779	-0.01111815619718275	-0.2025416905030074	0.020448915510766028
11	15	0.5	-1.008850356154138	0.650145805915925	-0.020622064191713082	-0.1894942910738418	0.009309788111500357
11	16	0.5	-1.006959317394125	0.6446162376105015	-0.01792111506479912	-0.18367995477295682	0.0009531069626579101
11	17	0.5	-1.0095285113137074	0.648920981641448	-0.013253603851167842	-0.2062474558239645	0.02928572666976721
11	18	0.5	-1.0070875514432824	0.6462320590198551	-0.01991260263925303	-0.18033750820460637	-0.0032806332322585004
12	0	0.5	0.003587304816106314	-0.04666516288437349	-0.0021105798150319074	0.013121040748108641	0.004978148460471192
12	1	0.5	-0.0010193467447649042	-0.030302692309655516	0.007372088626564651	-0.006798830439835531	-0.006327157421420995
12	2	0.5	-0.0036466386586931875	-0.01866399677493753	-0.00014902211242850873	-0.01584626755340519	6.770793774417384e-05
12	3	0.5	0.005412326795935897	0.0103293682931914	0.001995040623012665	-0.021583470361271943	-0.0031806035372502358
