1.7395519516719942e-17	1.258280357803396e-19	-3.344345871157523e-20	2.942818318044504e-20
8.84508625102366e-17	6.357933642282697e-19	-8.980068597183316e-20	1.45926022389722e-19
1.7972818580204543e-16	1.2496020414369683e-18	-2.096073371501963e-19	2.9888242990782484e-19
9.137321874268982e-16	6.284103804007326e-18	-4.247153797537762e-20	1.4737107957039085e-18
1.8475081710486713e-15	1.2927517535106718e-17	2.61302553682854e-18	2.7353947344764877e-18
9.711772589133656e-15	6.603471400416581e-17	-6.846623226002341e-18	1.1922448870263418e-17
1.9167354073756225e-14	1.3222462989441633e-16	2.618985528457802e-17	2.296855620707793e-17
1.1117236590099332e-13	6.821277518582297e-16	-4.9629381049093495e-17	1.6534847763747616e-16
2.6088883129913353e-13	1.4463743183480735e-15	4.199373929921879e-16	4.453998496306554e-16
4.239922517475365e-17	1.5634355843479226e-19	1.1315116850366332e-18	1.0661532399194787e-19
4.7986897278416554e-17	1.5617936084789125e-19	1.7336728399145425e-18	1.20145828248586e-19
5.164244806163188e-17	1.5744359452496193e-19	1.4899234508898581e-18	1.4154529446574767e-19
5.165595665625673e-17	1.6392398695555417e-19	8.576214947254427e-19	1.3928249458737127e-19
5.171586447895319e-17	1.75708569445622e-19	1.0305976815583503e-18	1.4475106275374055e-19
5.20160293335042e-17	1.8374315933881475e-19	8.708278564424097e-19	1.631972532583731e-19
5.1666783419508483e-17	2.3420224708425293e-19	9.451176454817624e-19	1.8520760782731314e-19
5.139138948703664e-17	2.544468202367e-19	9.479077427109245e-19	2.204358661398092e-19
5.2228209550383213e-17	3.0106466218872193e-19	7.855951609772369e-19	2.703883868389819e-19
5.129160449991878e-17	3.540496813120304e-19	9.103185260187915e-19	3.2848562294949485e-19
2.2932677522463165e-17	1.633555960276875e-19	-6.093054592213346e-20	3.6657879598935784e-20
1.1772525749944822e-16	8.529765350971599e-19	-2.9256451594080018e-19	1.940900539793338e-19
2.3997822794959513e-16	1.7227657287271839e-18	-1.6190677055240503e-19	3.8345119237081306e-19
1.2054396834890659e-15	8.404739343123928e-18	-7.260936049132944e-19	1.838249563074585e-18
2.4356973261214342e-15	1.70722173718473e-17	-5.272660658791411e-18	3.621696920610688e-18
1.2913296138243025e-14	8.919784693324382e-17	2.4753178684652577e-17	1.619573432179891e-17
2.5662694040146077e-14	1.638299995552363e-16	-3.2924870656189174e-17	3.129178840669643e-17
1.478775611675231e-13	8.892173528956632e-16	-7.306317655922761e-17	2.2063986846354705e-16
3.5244669608868626e-13	1.9310842496738268e-15	2.4069643909609895e-15	6.308962967545395e-16
5.638760255685586e-17	2.1162037707477208e-19	1.168450665272048e-18	1.3632064421405905e-19
6.428427060762878e-17	2.2025945663310304e-19	2.042887302804974e-18	1.6763851797850416e-19
6.92871419852254e-17	2.1267272126993517e-19	1.8128136427187906e-18	1.8490124429043733e-19
6.901417203087137e-17	2.1218108411178292e-19	1.6688285782419456e-18	1.7897800882922686e-19
6.980610805072174e-17	2.2639540674607645e-19	1.1263937163800272e-18	2.0619470889463915e-19
6.925156637189606e-17	2.3617534960952923e-19	1.0955180984131853e-18	2.1304857405392144e-19
6.919987379502618e-17	3.074357163512529e-19	1.4291731395793192e-18	2.6517376108242976e-19
6.945025383839942e-17	3.2992751113451464e-19	1.6511507836530937e-18	2.773070001136344e-19
6.933805253327883e-17	4.365551995953398e-19	1.8161936588617787e-18	3.8526847011133195e-19
6.928045578437351e-17	4.62579500077387e-19	1.4513703553144601e-18	3.994845891612238e-19
5.302496858123528e-17	3.9579726742995333e-19	-9.755638555798034e-20	8.472109903492743e-20
2.7215716881375114e-16	1.9114662886991322e-18	-4.69573755067901e-19	4.366332834317138e-19
5.549540079041946e-16	4.010212660098875e-18	-1.0867076116355735e-18	8.72751126163908e-19
